,0,1
120,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36229.jpg,51
121,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36296.jpg,55
122,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36315.jpg,43
123,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36343.jpg,45
124,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36382.jpg,48
125,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36459.jpg,42
126,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36477.jpg,39
127,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36610.jpg,29
128,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36714.jpg,48
129,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36872.jpg,39
130,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36897.jpg,48
131,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36938.jpg,54
132,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36954.jpg,42
133,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\36972.jpg,44
134,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37002.jpg,52
135,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37121.jpg,48
136,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37167.jpg,49
137,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37257.jpg,39
138,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37291.jpg,48
139,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37304.jpg,36
140,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37332.jpg,33
141,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37346.jpg,54
142,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37351.jpg,52
143,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37402.jpg,51
144,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37414.jpg,36
145,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37438.jpg,45
146,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37444.jpg,28
147,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37487.jpg,43
148,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37599.jpg,29
149,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37611.jpg,34
150,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37694.jpg,19
151,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37720.jpg,51
152,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37814.jpg,43
153,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\37837.jpg,23
154,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\38362.jpg,34
155,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\38561.jpg,37
156,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\38584.jpg,53
157,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\38636.jpg,34
158,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\38678.jpg,50
159,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\38687.jpg,45
160,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\38822.jpg,32
161,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\38882.jpg,32
162,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\38915.jpg,43
163,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39086.jpg,50
164,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39179.jpg,33
165,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39181.jpg,47
166,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39189.jpg,45
167,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39217.jpg,52
168,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39315.jpg,52
169,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39449.jpg,47
170,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39546.jpg,42
171,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39618.jpg,31
172,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39644.jpg,53
173,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39652.jpg,35
174,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39657.jpg,52
175,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39783.jpg,49
176,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39785.jpg,36
177,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\39788.jpg,23
178,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40019.jpg,34
179,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40035.jpg,29
180,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40100.jpg,39
181,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40103.jpg,49
182,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40242.jpg,31
183,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40302.jpg,52
184,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40479.jpg,45
185,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40579.jpg,22
186,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40593.jpg,38
187,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40668.jpg,52
188,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40717.jpg,46
189,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40775.jpg,46
190,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40882.jpg,43
191,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40913.jpg,26
192,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\40979.jpg,47
193,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41022.jpg,51
194,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41105.jpg,42
195,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41126.jpg,54
196,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41249.jpg,58
197,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41392.jpg,51
198,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41500.jpg,42
199,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41547.jpg,45
200,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41581.jpg,56
201,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41610.jpg,39
202,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41632.jpg,52
203,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41670.jpg,48
204,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41735.jpg,38
205,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41875.jpg,33
206,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41923.jpg,52
207,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\41939.jpg,31
208,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42001.jpg,28
209,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42022.jpg,46
210,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42034.jpg,38
211,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42053.jpg,29
212,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42138.jpg,33
213,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42166.jpg,51
214,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42173.jpg,52
215,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42205.jpg,45
216,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42221.jpg,38
217,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42331.jpg,48
218,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42475.jpg,51
219,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42586.jpg,48
220,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42601.jpg,37
221,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42635.jpg,46
222,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\42933.jpg,26
223,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43199.jpg,27
224,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43313.jpg,54
225,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43330.jpg,46
226,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43414.jpg,52
227,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43466.jpg,35
228,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43478.jpg,38
229,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43514.jpg,32
230,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43519.jpg,36
231,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43541.jpg,37
232,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43621.jpg,52
233,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43666.jpg,49
234,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43700.jpg,46
235,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43704.jpg,39
236,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43753.jpg,54
237,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43804.jpg,39
238,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43920.jpg,47
239,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43936.jpg,54
240,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\43995.jpg,44
241,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44035.jpg,36
242,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44163.jpg,53
243,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44212.jpg,28
244,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44278.jpg,54
245,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44323.jpg,41
246,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44372.jpg,37
247,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44374.jpg,51
248,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44509.jpg,33
249,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44520.jpg,46
250,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44529.jpg,46
251,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44575.jpg,49
252,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44615.jpg,41
253,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44712.jpg,22
254,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44780.jpg,51
255,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44793.jpg,41
256,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44823.jpg,38
257,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\20\44884.jpg,29
258,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\30950.jpg,41
259,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\30976.jpg,50
260,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31009.jpg,32
261,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31023.jpg,36
262,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31183.jpg,41
263,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31212.jpg,54
264,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31265.jpg,49
265,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31317.jpg,54
266,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31484.jpg,42
267,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31486.jpg,49
268,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31558.jpg,38
269,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31611.jpg,50
270,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31694.jpg,43
271,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31717.jpg,49
272,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31911.jpg,42
273,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31916.jpg,40
274,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31936.jpg,47
275,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\31956.jpg,40
276,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\32004.jpg,45
277,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\32036.jpg,50
278,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\32045.jpg,50
279,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\32107.jpg,44
280,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\32122.jpg,52
281,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\32150.jpg,47
282,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\32192.jpg,30
283,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\32204.jpg,54
284,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\test\21\32238.jpg,43
